Geography Type Description,Geography Name,Sits in State,GeoID,Formatted GeoID,Percent Black or African American Population,Data Time Period,Geographic Vintage,Data Source,Selected Location
GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,ppopbk,TimeFrame,GeoVintage,Source,Location
Census Tract,36047113400,NY,36047113400,36047113400,64.67,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047114201,NY,36047114201,36047114201,24.57,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047114202,NY,36047114202,36047114202,33.71,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047114400,NY,36047114400,36047114400,52.49,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047114600,NY,36047114600,36047114600,24.95,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047115000,NY,36047115000,36047115000,48.35,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047115200,NY,36047115200,36047115200,56.98,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047115600,NY,36047115600,36047115600,59.64,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047115800,NY,36047115800,36047115800,63.25,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047116000,NY,36047116000,36047116000,65.67,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047116200,NY,36047116200,36047116200,68.45,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047116400,NY,36047116400,36047116400,59.48,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047116600,NY,36047116600,36047116600,41.13,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047116800,NY,36047116800,36047116800,25.74,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047117000,NY,36047117000,36047117000,22.39,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047117201,NY,36047117201,36047117201,21.14,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047117202,NY,36047117202,36047117202,23.46,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047117400,NY,36047117400,36047117400,14.89,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047117601,NY,36047117601,36047117601,15.54,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047117602,NY,36047117602,36047117602,16.81,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047117800,NY,36047117800,36047117800,15.82,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047118000,NY,36047118000,36047118000,N/A,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047118201,NY,36047118201,36047118201,13.99,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047118202,NY,36047118202,36047118202,14.02,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047118400,NY,36047118400,36047118400,14.61,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047118600,NY,36047118600,36047118600,13.12,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047118800,NY,36047118800,36047118800,10.51,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047119000,NY,36047119000,36047119000,21.52,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047119200,NY,36047119200,36047119200,40.43,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047119400,NY,36047119400,36047119400,51.32,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047119600,NY,36047119600,36047119600,30.78,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047119800,NY,36047119800,36047119800,34.06,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047120000,NY,36047120000,36047120000,40.06,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047120200,NY,36047120200,36047120200,11.71,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047120801,NY,36047120801,36047120801,54.06,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047120802,NY,36047120802,36047120802,83.34,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047120803,NY,36047120803,36047120803,51.34,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047121000,NY,36047121000,36047121000,53.28,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047121400,NY,36047121400,36047121400,59.1,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047122000,NY,36047122000,36047122000,72.3,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047123700,NY,36047123700,36047123700,1.78,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047150200,NY,36047150200,36047150200,2.41,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047152200,NY,36047152200,36047152200,15.27,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047990100,NY,36047990100,36047990100,N/A,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061000100,NY,36061000100,36061000100,N/A,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061000201,NY,36061000201,36061000201,15.66,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061000202,NY,36061000202,36061000202,16.8,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061000500,NY,36061000500,36061000500,N/A,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061000600,NY,36061000600,36061000600,13.15,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061000700,NY,36061000700,36061000700,3.65,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061000800,NY,36061000800,36061000800,2.51,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061000900,NY,36061000900,36061000900,8.18,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061001001,NY,36061001001,36061001001,3.23,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061001002,NY,36061001002,36061001002,27.19,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061001200,NY,36061001200,36061001200,4.18,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061001300,NY,36061001300,36061001300,3.41,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061001401,NY,36061001401,36061001401,2.54,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061001402,NY,36061001402,36061001402,11.09,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061001501,NY,36061001501,36061001501,4.64,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061001502,NY,36061001502,36061001502,5.08,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061001600,NY,36061001600,36061001600,3.57,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061001800,NY,36061001800,36061001800,5.75,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061002000,NY,36061002000,36061002000,23.54,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061002100,NY,36061002100,36061002100,1.75,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061002201,NY,36061002201,36061002201,13.95,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061002202,NY,36061002202,36061002202,9.89,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061002400,NY,36061002400,36061002400,27.71,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061002500,NY,36061002500,36061002500,23.69,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061002601,NY,36061002601,36061002601,13.16,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061002602,NY,36061002602,36061002602,10.2,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061002700,NY,36061002700,36061002700,1.61,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061002800,NY,36061002800,36061002800,13.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061002901,NY,36061002901,36061002901,44.62,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061002902,NY,36061002902,36061002902,0.85,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061003001,NY,36061003001,36061003001,4.07,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061003002,NY,36061003002,36061003002,5.44,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061003100,NY,36061003100,36061003100,12.21,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061003200,NY,36061003200,36061003200,3.2,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061003300,NY,36061003300,36061003300,1.56,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061003400,NY,36061003400,36061003400,3.95,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061003601,NY,36061003601,36061003601,14.49,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061003602,NY,36061003602,36061003602,7.57,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061003700,NY,36061003700,36061003700,2.94,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061003800,NY,36061003800,36061003800,3.85,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061003900,NY,36061003900,36061003900,3.4,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061004001,NY,36061004001,36061004001,4.11,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061004002,NY,36061004002,36061004002,3.79,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061004100,NY,36061004100,36061004100,3.18,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061004200,NY,36061004200,36061004200,7.44,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061004300,NY,36061004300,36061004300,2.09,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061004400,NY,36061004400,36061004400,3.5,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061004500,NY,36061004500,36061004500,1.56,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061004700,NY,36061004700,36061004700,1.63,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061004800,NY,36061004800,36061004800,4.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061004900,NY,36061004900,36061004900,1.97,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061005000,NY,36061005000,36061005000,1.38,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061005200,NY,36061005200,36061005200,4.41,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061005400,NY,36061005400,36061005400,1.51,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061005501,NY,36061005501,36061005501,4.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061005502,NY,36061005502,36061005502,2.71,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061005600,NY,36061005600,36061005600,12.92,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061005700,NY,36061005700,36061005700,1.4,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061005800,NY,36061005800,36061005800,3.46,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061005900,NY,36061005900,36061005900,2.09,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061006000,NY,36061006000,36061006000,2.87,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061006100,NY,36061006100,36061006100,6.26,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061006200,NY,36061006200,36061006200,12.24,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061006300,NY,36061006300,36061006300,1.98,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061006400,NY,36061006400,36061006400,3.53,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061006500,NY,36061006500,36061006500,3.21,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061006600,NY,36061006600,36061006600,9.33,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061006700,NY,36061006700,36061006700,1.51,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061006800,NY,36061006800,36061006800,6.23,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061006900,NY,36061006900,36061006900,3.22,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061007001,NY,36061007001,36061007001,4.29,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061007002,NY,36061007002,36061007002,1.73,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061007100,NY,36061007100,36061007100,3.88,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061007200,NY,36061007200,36061007200,4.21,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061007300,NY,36061007300,36061007300,1.78,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061007400,NY,36061007400,36061007400,5.77,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061007500,NY,36061007500,36061007500,2.28,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061007600,NY,36061007600,36061007600,10.1,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061007700,NY,36061007700,36061007700,1.6,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061007800,NY,36061007800,36061007800,3.07,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061007900,NY,36061007900,36061007900,2.14,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061008000,NY,36061008000,36061008000,4.59,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061008100,NY,36061008100,36061008100,3.16,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061008200,NY,36061008200,36061008200,2.67,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061008300,NY,36061008300,36061008300,14.35,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061008400,NY,36061008400,36061008400,15.97,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061008601,NY,36061008601,36061008601,4.68,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061008602,NY,36061008602,36061008602,N/A,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061008603,NY,36061008603,36061008603,1.1,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061008700,NY,36061008700,36061008700,2,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061008800,NY,36061008800,36061008800,3.26,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061008900,NY,36061008900,36061008900,6.55,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061009000,NY,36061009000,36061009000,3.51,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061009100,NY,36061009100,36061009100,6.22,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061009200,NY,36061009200,36061009200,5.41,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061009300,NY,36061009300,36061009300,8.48,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061009400,NY,36061009400,36061009400,10.09,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061009500,NY,36061009500,36061009500,11.1,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061009600,NY,36061009600,36061009600,45.89,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061009700,NY,36061009700,36061009700,14.06,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061009800,NY,36061009800,36061009800,2.25,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061009901,NY,36061009901,36061009901,4.4,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061009902,NY,36061009902,36061009902,8.03,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061009903,NY,36061009903,36061009903,11.22,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061010000,NY,36061010000,36061010000,6.22,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061010100,NY,36061010100,36061010100,17.41,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061010200,NY,36061010200,36061010200,1.06,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061010300,NY,36061010300,36061010300,8.55,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061010400,NY,36061010400,36061010400,2.85,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061010601,NY,36061010601,36061010601,0.63,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061010602,NY,36061010602,36061010602,6.12,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061010801,NY,36061010801,36061010801,2.15,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061010802,NY,36061010802,36061010802,1.34,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061010803,NY,36061010803,36061010803,0.93,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061010900,NY,36061010900,36061010900,23.34,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061011000,NY,36061011000,36061011000,2.37,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061011100,NY,36061011100,36061011100,14.61,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061011201,NY,36061011201,36061011201,0.81,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061011202,NY,36061011202,36061011202,2.4,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061011203,NY,36061011203,36061011203,1.34,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061011300,NY,36061011300,36061011300,23.15,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061011401,NY,36061011401,36061011401,2.87,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061011402,NY,36061011402,36061011402,1.79,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061011500,NY,36061011500,36061011500,8.65,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061011600,NY,36061011600,36061011600,2.91,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061011700,NY,36061011700,36061011700,9.44,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061011800,NY,36061011800,36061011800,1.05,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061011900,NY,36061011900,36061011900,48.8,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061012000,NY,36061012000,36061012000,1.43,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061012101,NY,36061012101,36061012101,11.59,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061012102,NY,36061012102,36061012102,6.46,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061012200,NY,36061012200,36061012200,0.61,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061012400,NY,36061012400,36061012400,2.08,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061012500,NY,36061012500,36061012500,10.75,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061012601,NY,36061012601,36061012601,1.32,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061012602,NY,36061012602,36061012602,1.25,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061012700,NY,36061012700,36061012700,4.59,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061012800,NY,36061012800,36061012800,0.7,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061012901,NY,36061012901,36061012901,11.94,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061012902,NY,36061012902,36061012902,11.01,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013000,NY,36061013000,36061013000,1.15,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013100,NY,36061013100,36061013100,9.24,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013201,NY,36061013201,36061013201,1.46,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013202,NY,36061013202,36061013202,2.55,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013203,NY,36061013203,36061013203,2.14,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013300,NY,36061013300,36061013300,3.97,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013400,NY,36061013400,36061013400,1.96,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013501,NY,36061013501,36061013501,7.76,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013502,NY,36061013502,36061013502,11.65,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013601,NY,36061013601,36061013601,0.2,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013602,NY,36061013602,36061013602,1.87,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013603,NY,36061013603,36061013603,1.82,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013604,NY,36061013604,36061013604,1.96,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013700,NY,36061013700,36061013700,6.06,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013800,NY,36061013800,36061013800,2.21,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061013900,NY,36061013900,36061013900,5.59,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061014000,NY,36061014000,36061014000,0.98,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061014200,NY,36061014200,36061014200,0.31,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061014300,NY,36061014300,36061014300,44.96,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061014401,NY,36061014401,36061014401,1.59,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061014402,NY,36061014402,36061014402,1.86,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061014500,NY,36061014500,36061014500,3.74,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061014601,NY,36061014601,36061014601,2.25,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061014602,NY,36061014602,36061014602,1.6,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061014700,NY,36061014700,36061014700,2.11,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061014801,NY,36061014801,36061014801,1.06,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061014802,NY,36061014802,36061014802,0.95,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061014900,NY,36061014900,36061014900,1.87,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015001,NY,36061015001,36061015001,0.69,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015002,NY,36061015002,36061015002,0.53,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015101,NY,36061015101,36061015101,32.27,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015102,NY,36061015102,36061015102,8.37,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015200,NY,36061015200,36061015200,14.11,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015301,NY,36061015301,36061015301,1.14,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015302,NY,36061015302,36061015302,1.16,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015401,NY,36061015401,36061015401,4.09,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015402,NY,36061015402,36061015402,3.26,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015403,NY,36061015403,36061015403,8.52,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015501,NY,36061015501,36061015501,1.08,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015502,NY,36061015502,36061015502,2.5,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015601,NY,36061015601,36061015601,6,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015602,NY,36061015602,36061015602,17.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015700,NY,36061015700,36061015700,2.51,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015801,NY,36061015801,36061015801,2.14,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015802,NY,36061015802,36061015802,7.6,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061015900,NY,36061015900,36061015900,1.89,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061016001,NY,36061016001,36061016001,0.88,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061016002,NY,36061016002,36061016002,4.52,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061016100,NY,36061016100,36061016100,2.03,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061016200,NY,36061016200,36061016200,42.6,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061016300,NY,36061016300,36061016300,4.87,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061016400,NY,36061016400,36061016400,31.54,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061016500,NY,36061016500,36061016500,2.21,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061016600,NY,36061016600,36061016600,21.15,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061016700,NY,36061016700,36061016700,3.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061016800,NY,36061016800,36061016800,31.08,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061016900,NY,36061016900,36061016900,3.55,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061017000,NY,36061017000,36061017000,19.13,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061017100,NY,36061017100,36061017100,5.17,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061017200,NY,36061017200,36061017200,23.1,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061017300,NY,36061017300,36061017300,7.5,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061017401,NY,36061017401,36061017401,35.55,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061017402,NY,36061017402,36061017402,35.15,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061017500,NY,36061017500,36061017500,4.57,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061017700,NY,36061017700,36061017700,15.35,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061017800,NY,36061017800,36061017800,21.53,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061017900,NY,36061017900,36061017900,7.4,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061018000,NY,36061018000,36061018000,25.95,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061018100,NY,36061018100,36061018100,12.53,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061018200,NY,36061018200,36061018200,31.62,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061018300,NY,36061018300,36061018300,6.2,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061018400,NY,36061018400,36061018400,38.58,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061018500,NY,36061018500,36061018500,9.31,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061018600,NY,36061018600,36061018600,51.84,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061018700,NY,36061018700,36061018700,10.39,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061018800,NY,36061018800,36061018800,22.45,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061018900,NY,36061018900,36061018900,26.17,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061019000,NY,36061019000,36061019000,47.27,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061019100,NY,36061019100,36061019100,9.42,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061019200,NY,36061019200,36061019200,41.9,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061019300,NY,36061019300,36061019300,18.6,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061019400,NY,36061019400,36061019400,34.75,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061019500,NY,36061019500,36061019500,5.76,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061019600,NY,36061019600,36061019600,35.75,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061019701,NY,36061019701,36061019701,12.75,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061019702,NY,36061019702,36061019702,29.57,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061019800,NY,36061019800,36061019800,46.03,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061019900,NY,36061019900,36061019900,9.57,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061020000,NY,36061020000,36061020000,44.62,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061020101,NY,36061020101,36061020101,9.72,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061020102,NY,36061020102,36061020102,41.01,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061020300,NY,36061020300,36061020300,13.73,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061020500,NY,36061020500,36061020500,5.77,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061020600,NY,36061020600,36061020600,54.19,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061020701,NY,36061020701,36061020701,5.34,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061020800,NY,36061020800,36061020800,59.35,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061020901,NY,36061020901,36061020901,45.68,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061021000,NY,36061021000,36061021000,69,2020,2020,Census,"New York (City, 2020)"
Census Tract,36061021100,NY,36061021100,36061021100,18.51,2020,2020,Census,"New York (City, 2020)"
